id,lemma_key,word,standardized,chinese,phonetic,phrase,phrase_translation,difficulty,category,status,created_at,updated_at
"17427","sugarcane","sugarcane","Sugarcane","Sugarcane","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15698","suggestion","suggestion","suggestion","建议","/səˈdʒestʃən/","I have a suggestion","我有一个建议","intermediate","communication","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15824","suit up","Suit Up","Suit Up","整装上阵","/sut ʌp/","wear armor piece","穿戴盔甲","basic","advancement_minecraft","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17067","sulphur","sulphur","Sulphur","Sulphur","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14841","summer","summer","summer","夏天","/summer/","Summer is hot","夏天很热","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15232","sun","Sun","Sun","太阳","/sʌn/","bright sun","明亮太阳","basic","nature","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15431","sunflower","sunflower","sunflower","向日葵","/ˈsʌnˌflaʊər/","Yellow sunflower","黄向日葵","intermediate","plant","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16002","sunflower plains","Sunflower Plains","Sunflower Plains","向日葵平原","/ˈsʌnˌflaʊər pleɪnz/","sunflower plains variant","向日葵平原变体","intermediate","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15073","sunglasses","sunglasses","sunglasses","太阳镜","/sunglasses/","Wear sunglasses","戴太阳镜","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17526","sunlight","sunlight","sunlight","阳光","/ˈsʌnlaɪt/","Bright sunlight","明亮的阳光","intermediate","science","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15115","sunny","sunny","sunny","晴朗的","/sunny/","Sunny weather","晴朗的天气","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14679","sunrise","Sunrise","Sunrise","日出","/ˈsʌnraɪz/","beautiful sunrise","美丽的日出","intermediate","time","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14680","sunset","Sunset","Sunset","日落","/ˈsʌnset/","watch sunset","看日落","intermediate","time","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16351","superflat","Superflat","Superflat","超平坦","/ˈsupərˌflæt/","superflat world generation","超平坦世界生成","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14860","supermarket","supermarket","supermarket","超市","/supermarket/","Go to the supermarket","逛超市","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15707","support","support","support","支持","/səˈpɔːrt/","Give support to friends","给朋友支持","basic","social","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15876","surge protector","Surge Protector","Surge Protector","避雷针","/sɜrdʒ prəˈtɛktər/","protect villager from lightning","保护村民免受雷击","intermediate","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15521","surprised","surprised","surprised","惊讶的","/sərˈpraɪzd/","I am surprised","我很惊讶","intermediate","emotion","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17428","suspicious","suspicious","Suspicious","Suspicious","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16733","suspicious stew","Suspicious Stew","Suspicious Stew","谜之炖菜","/səˈspɪʃəs stuː/","suspicious stew random effect","谜之炖菜随机效果","advanced","food_item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17429","suspiciousstew","suspiciousstew","Suspiciousstew","Suspiciousstew","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16003","swamp","Swamp","Swamp","沼泽","/swæmp/","dark swamp biome","黑暗沼泽生物群系","basic","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16352","swamp hut","Swamp Hut","Swamp Hut","沼泽小屋","/swæmp hʌt/","witch swamp hut","女巫沼泽小屋","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15016","swan","swan","swan","天鹅","/swan/","Graceful swan","优雅的天鹅","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14788","sweater","sweater","sweater","毛衣","/sweater/","Warm sweater","温暖的毛衣","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14940","sweatshirt","sweatshirt","sweatshirt","卫衣","/sweatshirt/","Wear a sweatshirt","穿卫衣","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16185","sweeping edge","Sweeping Edge","Sweeping Edge","横扫之刃","/ˈswipɪŋ ɛdʒ/","sweeping edge sword","横扫之刃剑","advanced","enchantment_weapon","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14902","sweet","sweet","sweet","甜的","/sweet/","Sweet candy","甜甜的糖果","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15880","sweet dreams","Sweet Dreams","Sweet Dreams","甜蜜的梦","/swit drimz/","sleep in bed","在床上睡觉","basic","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17431","sweetberries","sweetberries","Sweetberries","Sweetberries","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16178","swift sneak","Swift Sneak","Swift Sneak","迅捷潜行","/swɪft snik/","swift sneak leggings","迅捷潜行护腿","advanced","enchantment_armor","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16940","swiftness","swiftness","Swiftness","Swiftness","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14625","swim","Swim","Swim","游泳","/swɪm/","swim across","游过去","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15403","swimming","swimming","swimming","游泳","/ˈswɪmɪŋ/","Go swimming","去游泳","basic","sports","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14794","swimsuit","swimsuit","swimsuit","泳衣","/swimsuit/","Wear a swimsuit","穿泳衣","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15084","swing","swing","swing","秋千","/swing/","Swing on the swing","荡秋千","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16856","sword","Sword","Sword","?","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15098","symmetry","symmetry","symmetry","对称","/symmetry/","Symmetrical figure","对称的图形","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15134","t tiger","t tiger","t tiger","老虎","/t tiger/","Fierce tiger","凶猛的老虎","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14932","t-shirt","t-shirt","t-shirt","T恤","/t-shirt/","A t-shirt","一件T恤","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15256","table","table","table","桌子","/ˈteɪbəl/","Eat at table","在桌子上吃饭","basic","house","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15286","tablet","tablet","tablet","平板电脑","/ˈtæblət/","Touch tablet","触摸平板电脑","intermediate","technology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15918","tactical fishing","Tactical Fishing","Tactical Fishing","战术性钓鱼","/ˈtæktɪkəl ˈfɪʃɪŋ/","catch fish without fishing rod","不用钓鱼竿捉鱼","intermediate","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16269","tadpole","Tadpole","Tadpole","蝌蚪","/ˈtædˌpoʊl/","frog tadpole baby","青蛙蝌蚪幼体","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16907","tag","Tag","Tag","Tag","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16004","taiga","Taiga","Taiga","针叶林","/ˈtaɪɡə/","spruce taiga forest","云杉针叶林","basic","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17270","tairs","tairs","Tairs","Tairs","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15594","take","take","take","拿","/teɪk/","Take this","拿这个","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15885","take aim","Take Aim","Take Aim","瞄准目标","/teɪk eɪm/","shoot arrow at target","向目标射箭","basic","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15042","tall","tall","tall","高的","/tall/","Tall giraffe","高高的长颈鹿","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16756","tallgrass","tallgrass","Tallgrass","???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17128","tantalum","tantalum","Tantalum","Tantalum","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17432","target","target","Target","Target","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15589","taste","taste","taste","尝","/teɪst/","Taste food","尝食物","basic","sense","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15336","taxi","taxi","taxi","出租车","/ˈtæksi/","Yellow taxi","黄色出租车","basic","transport","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15624","tea","tea","tea","茶","/tiː/","Green tea","绿茶","basic","drink","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14906","teacher","teacher","teacher","老师","/teacher/","Teacher Li","李老师","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15708","teamwork","teamwork","teamwork","团队合作","/ˈtiːmwɜːrk/","Good teamwork","良好的团队合作","intermediate","social","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16881","tear","Tear","Tear","Tear","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17096","technetium","technetium","Technetium","Technetium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14979","teddy","teddy","teddy","泰迪熊","/teddy/","Soft teddy bear","软软的泰迪熊","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15552","teddy bear","teddy bear","teddy bear","泰迪熊","/ˈtɛdi bɛr/","Soft teddy bear","柔软的泰迪熊","intermediate","toy","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14914","teeth","teeth","teeth","牙齿（复数）","/teeth/","Brush teeth","刷牙齿","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14627","teleport","Teleport","Teleport","传送","/ˈteləpɔːrt/","teleport home","传送回家","advanced","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15445","telescope","telescope","telescope","望远镜","/ˈtɛləˌskoʊp/","Look through telescope","通过望远镜观察","advanced","learning","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15287","television","television","television","电视","/ˈtelɪvɪʒən/","Watch television","看电视","intermediate","technology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17105","tellurium","tellurium","Tellurium","Tellurium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15507","temperature","temperature","temperature","温度","/ˈtemprətʃər/","Measure temperature","测量温度","intermediate","physics","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14983","ten","ten","ten","十","/ten/","Ten fingers","十个手指","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17061","tennessine","tennessine","Tennessine","Tennessine","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15406","tennis","tennis","tennis","网球","/ˈtenɪs/","Play tennis","打网球","basic","sports","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17119","terbium","terbium","Terbium","Terbium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16416","terracotta","Terracotta","Terracotta","陶瓦","","","","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15679","terrible","terrible","terrible","糟糕的","/ˈterəbəl/","That's terrible","太糟糕了","intermediate","emotion","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15086","test","test","test","考试","/test/","Take a test","参加考试","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16270","text display","Text Display","Text Display","文本展示实体","/tɛkst dɪˈspleɪ/","display entity text","展示实体文本","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17136","thallium","thallium","Thallium","Thallium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14883","thank you","thank you","thank you","谢谢","/thank you/","Thank you for your help","谢谢你的帮助","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15201","thanks for the help!","Thanks for the help!","Thanks for the help!","谢谢帮助！","","Thanks for the help!","谢谢帮助！","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16946","the","the","The","The","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15865","the city at the end of the game","The City at the End of the Game","The City at the End of the Game","在游戏尽头的城市","/ði ˈsɪti æt ði ɛnd ʌv ði ɡeɪm/","find end city","找到末地城","expert","advancement_end","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15924","the cutest predator","The Cutest Predator","The Cutest Predator","最萌捕食者","/ði ˈkjutəst ˈprɛdətər/","catch axolotl in bucket","用桶捉美西螈","basic","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15172","the design is nice","The design is nice","The design is nice","设计很好看","","The design is nice","设计很好看","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15859","the end","The End","The End","末地","/ði ɛnd/","end dimension","末地维度","basic","advancement_tab","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15863","the end... again...","The End... Again...","The End... Again...","结束了…再一次…","/ði ɛnd əˈɡɛn/","respawn ender dragon","重新召唤末影龙","expert","advancement_end","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15835","the end?","The End?","The End?","结束了？","/ði ɛnd/","enter the end","进入末地","advanced","advancement_minecraft","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15927","the healing power of friendship!","The Healing Power of Friendship!","The Healing Power of Friendship!","友谊的治愈力量！","/ði ˈhilɪŋ ˈpaʊər ʌv ˈfrɛndʃɪp/","team up with axolotl","与美西螈合作","advanced","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16353","the nether","The Nether","The Nether","下界","/ðə ˈnɛðər/","nether dimension hell","下界维度地狱","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15861","the next generation","The Next Generation","The Next Generation","下一世代","/ði nɛkst ˌdʒɛnəˈreɪʃən/","get dragon egg","获得龙蛋","expert","advancement_end","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15904","the parrots and the bats","The Parrots and the Bats","The Parrots and the Bats","我从哪儿来？","/ði ˈpærəts ænd ði bæts/","breed two animals","繁殖两只动物","basic","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15871","the power of books","The Power of Books","The Power of Books","书的力量","/ði ˈpaʊər ʌv bʊks/","read power from chiseled bookshelf","从雕纹书架读取能量","intermediate","advancement_adventure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15168","the roof is crooked","The roof is crooked","The roof is crooked","屋顶歪了","","The roof is crooked","屋顶歪了","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16005","the void","The Void","The Void","虚空","/ðə vɔɪd/","empty void biome","空虚虚空生物群系","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15329","theater","theater","theater","剧院","/ˈθiːətər/","Watch play theater","在剧院看戏","intermediate","place","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15635","there","there","there","那里","/ðɛr/","Over there","在那里","basic","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15156","there's a dungeon here","There's a dungeon here","There's a dungeon here","这里有个地牢","","There's a dungeon here","这里有个地牢","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15180","there's a spider nest","There's a spider nest","There's a spider nest","有个蜘蛛巢","","There's a spider nest","有个蜘蛛巢","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15311","thermometer","thermometer","thermometer","温度计","/θərˈmɑːmətər/","Check temperature thermometer","用温度计测体温","advanced","health","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15039","they","they","they","他们/她们/它们","/they/","They are reading","他们在读书","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17527","thick","thick","thick","厚的","/θɪk/","Thick book","厚厚的书","basic","adjective","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15573","thin","thin","thin","瘦的","/θɪn/","Thin stick","细棍子","basic","adjective","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17243","thing","thing","Thing","Thing","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14830","third","third","third","第三","/third/","Third book","第三本书","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15044","thirsty","thirsty","thirsty","渴的","/thirsty/","I'm thirsty, want water","我渴了，想喝水","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14984","thirteen","thirteen","thirteen","十三","/thirteen/","Thirteen balloons","十三只气球","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17528","thirty","thirty","thirty","三十","/ˈθɜːrti/","Thirty years","三十年","basic","number","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15843","this boat has legs","This Boat Has Legs","This Boat Has Legs","画船添足","/ðɪs boʊt hæz lɛɡz/","ride strider","骑乘炽足兽","intermediate","advancement_nether","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15167","this looks good here","This looks good here","This looks good here","这个放这里看起来不错","","This looks good here","这个放这里看起来不错","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15190","this vein is huge!","This vein is huge!","This vein is huge!","这个矿脉很大！","","This vein is huge!","这个矿脉很大！","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15161","this way!","This way!","This way!","这边走！","","This way!","这边走！","basic","common_scenarios","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17145","thorium","thorium","Thorium","Thorium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16174","thorns","Thorns","Thorns","荆棘","/θɔrnz/","thorns armor","荆棘盔甲","advanced","enchantment_armor","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15837","those were the days","Those Were the Days","Those Were the Days","光辉岁月","/ðoʊz wər ði deɪz/","enter bastion remnant","进入堡垒遗迹","intermediate","advancement_nether","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14771","three","three","three","三","/three/","Three stars","三颗星星","basic","number_color","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14880","throw","throw","throw","扔","/throw/","Throw the ball","扔球","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17123","thulium","thulium","Thulium","Thulium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15059","thumb","thumb","thumb","拇指","/thumb/","Thumbs up","竖起大拇指","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14685","thunder","Thunder","Thunder","雷声","/ˈθʌndər/","hear thunder","听到雷声","intermediate","weather","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16354","thunderstorm","Thunderstorm","Thunderstorm","雷暴","/ˈθʌndərˌstɔrm/","lightning thunderstorm weather","闪电雷暴天气","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16731","tick","Tick","Tick","游戏刻","/tɪk/","effect tick interval","效果刻间隔","advanced","game_mechanic","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15026","tie","tie","tie","系（鞋带等）","/tie/","Tie your shoes","系鞋带","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15033","tiger","tiger","tiger","老虎","/tiger/","Mighty tiger","威猛的老虎","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17103","tin","tin","Tin","Tin","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15811","tipped","Tipped","Tipped","药箭","","","","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16723","tipped arrow","Tipped Arrow","Tipped Arrow","药箭","/tɪpt ˈæroʊ/","tipped arrow crafting","制作药箭","advanced","item_type","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15050","tired","tired","tired","累的","/tired/","Tired after running","跑完步很累","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17074","titanium","titanium","Titanium","Titanium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16047","tnt","TNT","TNT","TNT","/ˌtiɛnˈti/","TNT explosion mining","TNT爆炸开采","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17433","tntminecart","tntminecart","Tntminecart","Tntminecart","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15308","toaster","toaster","toaster","烤面包机","/ˈtoʊstər/","Make toast toaster","用烤面包机做吐司","intermediate","kitchen","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14904","today","today","today","今天","/today/","Today's weather is good","今天天气好","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15061","toe","toe","toe","脚趾","/toe/","Wiggle toes","动动脚趾","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15718","toilet","toilet","toilet","马桶","/ˈtɔɪlət/","Use the toilet","上厕所","basic","house","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15617","tomato","tomato","tomato","番茄","/təˈmeɪtoʊ/","Red tomato","红番茄","basic","vegetable","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14770","tomorrow","tomorrow","tomorrow","明天","/tomorrow/","See you tomorrow","明天见","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14776","tongue","tongue","tongue","舌头","/tongue/","Stick out tongue","伸舌头","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15652","too","too","too","也","/tuː/","Me too","我也是","basic","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15767","tool set","tool set","tool set","工具玩具","/tuːl sɛt/","Fix the toy car with the tool set","用工具玩具修理玩具车","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15057","tooth","tooth","tooth","牙齿","/tooth/","White tooth","白白的牙齿","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15312","toothbrush","toothbrush","toothbrush","牙刷","/ˈtuːθbrʌʃ/","Brush teeth toothbrush","用牙刷刷牙","basic","health","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15313","toothpaste","toothpaste","toothpaste","牙膏","/ˈtuːθpeɪst/","Use toothpaste","使用牙膏","basic","health","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16048","torch","Torch","Torch","火把","/tɔrtʃ/","torch mob spawning","火把怪物生成","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15322","tornado","tornado","tornado","龙卷风","/tɔːrˈneɪdoʊ/","Spinning tornado","旋转的龙卷风","advanced","weather","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15910","total beelocation","Total Beelocation","Total Beelocation","蜂巢搬家","/ˈtoʊtəl ˌbiloʊˈkeɪʃən/","move bee nest with silk touch","用精准采集移动蜂巢","intermediate","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15792","totem","Totem","Totem","不死图腾","","","","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15784","totem of undying","Totem of Undying","Totem of Undying","不死图腾","/ˈtoʊtəm ʌv ˌʌnˈdaɪɪŋ/","totem prevents death","图腾防止死亡","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17434","totemofundying","totemofundying","Totemofundying","Totemofundying","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15021","touch","touch","touch","摸","/touch/","Touch it","摸一摸","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15315","towel","towel","towel","毛巾","/ˈtaʊəl/","Dry with towel","用毛巾擦干","basic","health","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15292","tower","tower","tower","塔","/ˈtaʊər/","High tower","高塔","basic","structure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15250","toy","toy","toy","玩具","/tɔɪ/","Fun toy","有趣的玩具","basic","toy","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15738","toy car","toy car","toy car","玩具车","/tɔɪ kɑːr/","Push the toy car on the floor","在地板上推玩具车","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15758","toy cars","toy cars","toy cars","玩具车","/tɔɪ kɑːrz/","Race the toy cars on the floor","在地板上比赛玩具车","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17451","trader","trader","Trader","Trader","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16271","trader llama","Trader Llama","Trader Llama","行商羊驼","/ˈtreɪdər ˈlɑmə/","wandering trader llama","流浪商人羊驼","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15380","tradition","tradition","tradition","传统","/trəˈdɪʃən/","Family tradition","家庭传统","advanced","culture","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
